step,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud,isMerchant_Dest,exact_drain_suspicious,money_vanished,transfer_and_vanished,discrepancy_orig_reliable,discrepancy_dest_reliable,amount_risk_tier,iso_risk_score,iso_prediction,risk_tier
1,1,473469.94,4639386.1,4165916.16,2743237.78,3420103.09,0,0,0,0,0,0.0,0.0,0,87.13594321053857,1,Flag
1,1,2317408.88,4165916.16,1848507.28,14437052.95,16874643.09,0,0,0,0,0,0.0,0.0,1,93.05302404042286,1,Block
1,1,864389.49,1848507.28,984117.79,1751348.58,1517262.16,0,0,0,0,0,0.0,0.0,0,83.88383012694467,1,Flag
1,1,276094.92,984117.79,708022.87,280157.9,651524.92,0,0,0,0,0,0.0,0.0,0,76.39940090347955,1,Flag
1,1,132355.33,708022.87,575667.54,4408666.39,3997768.55,0,0,0,0,0,0.0,0.0,0,73.86228035384512,1,Flag
1,1,169106.97,575667.54,575667.54,575667.54,22190.99,0,0,0,0,0,0.0,0.0,0,67.43610831670892,1,Approve
1,1,2604219.11,575667.54,0.0,7263554.62,9940339.29,0,0,0,0,0,0.0,0.0,3,62.516252290316054,1,Approve
1,0,26844.84,6485687.1,6458842.26,254506.86,290772.6,0,0,0,0,0,0.0,0.0,0,78.14326174553511,1,Flag
1,1,38829.9,708735.91,669906.01,1822523.08,1567434.81,0,0,0,0,0,0.0,0.0,0,73.56644823772595,1,Flag
1,0,287126.39,1861352.98,1574226.59,29078.22,139915.18,0,0,0,0,0,0.0,0.0,0,74.94883045645523,1,Flag
1,0,216007.53,1024825.54,808818.01,1602701.93,1178808.14,0,0,0,0,0,0.0,0.0,0,71.70319614514574,1,Flag
1,1,56565.27,208023.0,151457.73,2697653.51,2107778.11,0,0,0,0,0,0.0,0.0,0,58.60693884981308,1,Approve
1,0,291713.22,1106179.39,814466.17,4568765.44,4619798.56,0,0,0,0,0,0.0,0.0,0,76.5906884737018,1,Flag
1,0,457552.45,1780884.37,1323331.91,988366.44,1363368.51,0,0,0,0,0,0.0,0.0,0,77.34659308070121,1,Flag
1,1,235238.66,235238.66,0.0,0.0,0.0,1,0,1,1,1,0.0,235238.66,2,71.18472266306642,1,Flag
1,0,153596.45,711133.71,557537.26,1954368.93,2107965.39,0,0,0,0,0,0.0,0.0,0,63.0007896298157,1,Approve
1,0,462688.96,2055866.56,1593177.6,10126196.31,10588885.27,0,0,0,0,0,0.0,0.0,0,84.62181660217492,1,Flag
1,0,75915.44,1593177.6,1517262.16,117103.5,193018.94,0,0,0,0,0,0.0,0.0,0,73.43787289391688,1,Flag
1,0,197761.38,894074.39,696313.01,504066.87,45982.28,0,0,0,0,0,0.0,0.0,0,65.58837532297653,1,Approve
1,0,100740.53,696313.01,595572.48,6453430.91,6534746.07,0,0,0,0,0,0.0,0.0,0,69.29312285475689,1,Approve
2,1,1096187.24,1096187.24,0.0,0.0,0.0,1,0,1,1,1,0.0,1096187.24,2,85.26911753643843,1,Flag
2,1,963532.14,963532.14,0.0,0.0,0.0,1,0,1,1,1,0.0,963532.14,2,83.43121659161099,1,Flag
2,1,23377.76,404976.0,381598.24,206.12,23583.88,0,0,0,0,0,0.0,0.0,0,60.98977176102931,1,Approve
4,1,10000000.0,12930418.44,2930418.44,0.0,0.0,1,0,0,1,1,0.0,10000000.0,1,98.59383235097044,1,Block
4,0,10000000.0,10000000.0,0.0,0.0,9941904.21,1,0,0,0,0,0.0,58095.789999999106,2,79.8723371883533,1,Flag
4,1,2930418.44,2930418.44,0.0,0.0,0.0,1,0,1,1,1,0.0,2930418.44,2,90.93400113623485,1,Flag
4,0,2930418.44,2930418.44,0.0,3616012.1,6963508.84,1,0,0,0,0,0.0,0.0,2,70.39244788744593,1,Flag
4,0,67243.37,714118.77,646875.4,4330209.62,4397452.99,0,0,0,0,0,0.0,0.0,0,70.68394046471116,1,Flag
4,1,169941.73,169941.73,0.0,0.0,0.0,1,0,1,1,1,0.0,169941.73,2,68.21459395408125,1,Approve
5,1,120074.73,120074.73,0.0,0.0,0.0,1,0,1,1,1,0.0,120074.73,2,64.82906433904307,1,Approve
5,1,30608.52,659400.0,628791.48,137893.88,11201.36,0,0,0,0,0,0.0,0.0,0,69.4890110195385,1,Approve
5,1,92036.54,172101.01,80064.48,4578941.6,4670978.14,0,0,0,0,0,0.0,0.0,1,58.027564089907756,1,Approve
5,1,71741.21,367623.0,295881.79,1540.44,73281.65,0,0,0,0,0,0.0,0.0,0,58.61004179856077,1,Approve
5,0,55207.84,701404.67,646196.83,1368603.53,1423811.37,0,0,0,0,0,0.0,0.0,0,65.02229130740433,1,Approve
6,1,98830.07,498809.2,399979.13,49864.36,148694.43,0,0,0,0,0,0.0,0.0,0,62.373789299646035,1,Approve
6,0,200910.66,228951.93,28041.27,15743517.69,15944428.35,0,0,0,0,0,0.0,0.0,1,61.501627408125664,1,Approve
6,1,216422.0,216422.0,0.0,0.0,0.0,1,0,1,1,1,0.0,216422.0,2,70.40745277626147,1,Flag
6,1,251644.29,489088.0,237443.71,0.0,99358.0,0,0,0,0,0,0.0,152286.29,1,67.7940559077966,1,Approve
7,0,197648.26,214946.78,17298.53,14649801.32,15651209.26,0,0,0,0,0,0.0,0.0,2,58.93842138344218,1,Approve
7,1,400589.96,654103.0,253513.04,128903.15,1556799.98,0,0,0,0,0,0.0,0.0,1,64.46725304057274,1,Approve
7,1,1284837.02,541387.8,0.0,13741343.06,15026180.08,0,0,0,0,0,0.0,0.0,3,64.22055169367563,1,Approve
7,1,255588.22,602254.0,346665.78,98209.69,594958.48,0,0,0,0,0,0.0,0.0,0,64.84685070468883,1,Approve
7,1,216297.45,393016.26,176718.81,315496.64,1193550.39,0,0,0,0,0,0.0,0.0,1,58.1292555146348,1,Approve
7,0,103928.78,824119.42,720190.64,185922.0,49145.16,0,0,0,0,0,0.0,0.0,0,64.1602731431718,1,Approve
7,0,24050.25,1587329.45,1563279.2,480973.39,631354.92,0,0,0,0,0,0.0,0.0,0,73.81590589418647,1,Flag
7,1,155379.43,532938.0,377558.57,646977.79,522428.46,0,0,0,0,0,0.0,0.0,0,64.58003962076764,1,Approve
7,1,229105.83,500415.0,271309.17,0.0,229105.83,0,0,0,0,0,0.0,0.0,0,60.9754863384306,1,Approve
7,1,423234.24,1183874.19,760639.94,2316019.71,2575739.64,0,0,0,0,0,0.0,0.0,0,81.97536491784429,1,Flag
7,1,2241254.39,760639.94,0.0,3654341.88,5652054.58,0,0,0,0,0,0.0,0.0,3,57.365352376852236,1,Approve
7,1,262434.54,262434.54,0.0,0.0,0.0,1,0,1,1,1,0.0,262434.54,2,71.90790773410127,1,Flag
7,0,51861.21,894370.12,842508.92,435005.43,314551.85,0,0,0,0,0,0.0,0.0,0,67.39580259928418,1,Approve
7,1,528622.86,582742.0,54119.14,12410.0,541032.86,0,0,0,0,0,0.0,0.0,2,58.1294260454899,1,Approve
7,1,1656720.92,505302.07,0.0,8528901.93,10187847.95,0,0,0,0,0,0.0,0.0,3,59.90045762916492,1,Approve
7,1,2943845.35,0.0,0.0,17993742.14,22641471.24,0,0,0,0,0,0.0,0.0,3,58.257095742458645,1,Approve
7,0,387388.92,666682.71,279293.79,1239108.91,2755264.61,0,0,0,0,0,0.0,0.0,1,59.13546243331963,1,Approve
7,1,517051.23,941711.0,424659.77,5012.0,1530956.05,0,0,0,0,0,0.0,0.0,1,72.08042903042603,1,Flag
7,1,5460002.91,5460002.91,0.0,0.0,0.0,1,0,1,1,1,0.0,5460002.91,2,93.33030996129682,1,Block
7,0,5460002.91,5460002.91,0.0,0.0,9281535.44,1,0,0,0,0,0.0,-3821532.5299999993,2,84.35580321115603,1,Flag
7,1,93499.66,1264485.25,1170985.59,199098.0,185524.89,0,0,0,0,0,0.0,0.0,0,78.79395153845977,1,Flag
7,1,2316902.39,1170985.59,0.0,6647680.95,14646239.59,0,0,0,0,0,0.0,0.0,3,69.06532230763708,1,Approve
7,1,246439.06,593933.0,347493.94,12211.0,425085.65,0,0,0,0,0,0.0,0.0,0,64.26598294710449,1,Approve
7,1,161067.02,340576.0,179508.98,0.0,155491.95,0,0,0,0,0,0.0,5575.069999999978,0,57.594916553006755,1,Approve
7,0,1070.13,1419959.36,1418889.24,14079522.95,14456678.26,0,0,0,0,0,0.0,0.0,0,86.40660441875696,1,Flag
7,0,432476.85,1418889.24,986412.38,2106891.8,3373302.83,0,0,0,0,0,0.0,0.0,0,77.96848898528442,1,Flag
7,1,149059.17,510404.0,361344.83,5870.0,45538.4,0,0,0,0,0,0.0,0.0,0,63.40732791323085,1,Approve
7,1,45402.17,167413.0,122010.83,0.0,243495.26,0,0,0,0,0,0.0,-198093.09000000003,0,61.15359972427963,1,Approve
7,0,55194.12,1092234.24,1037040.13,39991.0,0.0,0,0,0,0,0,0.0,0.0,0,71.13335528495142,1,Flag
7,1,150938.41,480626.37,329687.96,33175.17,828631.98,0,0,0,0,0,0.0,0.0,0,62.391550399236955,1,Approve
7,1,440301.55,504530.0,64228.45,43356.24,6347068.5,0,0,0,0,0,0.0,0.0,1,62.64761165779695,1,Approve
7,1,307555.83,1070892.74,763336.9,0.0,440324.4,0,0,0,0,0,0.0,-132768.57,0,80.69271934748163,1,Flag
7,1,33803.19,763336.9,729533.72,235512.0,561064.37,0,0,0,0,0,0.0,0.0,0,71.01342719071515,1,Flag
7,1,204710.49,666521.89,461811.41,2468182.69,5810930.82,0,0,0,0,0,0.0,0.0,0,72.33701915965369,1,Flag
7,1,241629.32,461811.41,220182.09,7741309.11,9637803.63,0,0,0,0,0,0.0,0.0,1,69.47906046148795,1,Approve
7,1,24035.27,321274.0,297238.73,60343.92,341838.45,0,0,0,0,0,0.0,0.0,0,57.78518161193037,1,Approve
7,1,165983.16,397064.0,231080.84,0.0,195623.75,0,0,0,0,0,0.0,-29640.589999999997,0,60.410888150031425,1,Approve
7,0,220454.04,772406.86,551952.83,414275.09,1930179.38,0,0,0,0,0,0.0,0.0,0,61.02532830224287,1,Approve
7,1,441445.58,441445.58,0.0,0.0,0.0,1,0,1,1,1,0.0,441445.58,2,77.29883248821105,1,Flag
7,1,149277.08,1214330.29,1065053.21,168025.52,0.0,0,0,0,0,0,0.0,0.0,0,79.40957594556969,1,Flag
7,1,155634.57,1065053.21,909418.64,1406086.86,4555236.24,0,0,0,0,0,0.0,0.0,0,80.94503820045318,1,Flag
7,1,592016.23,886097.25,294081.02,1030503.42,4628857.24,0,0,0,0,0,0.0,0.0,1,71.12269366740054,1,Flag
7,1,797301.86,253442.46,0.0,14658353.25,23005385.41,0,0,0,0,0,0.0,0.0,3,60.531101180273936,1,Approve
7,0,107444.4,921306.6,813862.2,130454.13,1741771.65,0,0,0,0,0,0.0,0.0,0,68.23665402962254,1,Approve
7,0,207500.34,1205939.29,998438.95,46412.99,117014.68,0,0,0,0,0,0.0,0.0,0,71.86573606553856,1,Flag
7,0,283024.64,998438.95,715414.31,1281384.56,3443379.49,0,0,0,0,0,0.0,0.0,0,73.6200620889606,1,Flag
7,1,528826.09,1157231.83,628405.74,1036080.56,1798734.57,0,0,0,0,0,0.0,0.0,0,79.46123072599883,1,Flag
7,1,584283.47,698842.84,114559.37,65726.18,1031613.74,0,0,0,0,0,0.0,0.0,1,64.76656538617407,1,Approve
7,1,57745.79,502803.0,445057.21,181817.76,0.0,0,0,0,0,0,0.0,0.0,0,65.26572232101788,1,Approve
7,0,223046.78,341709.32,118662.54,3581394.8,13688613.94,0,0,0,0,0,0.0,0.0,1,57.15960301354014,1,Approve
7,1,88610.01,855722.02,767112.01,12640882.44,11956594.11,0,0,0,0,0,0.0,0.0,0,83.24297526753529,1,Flag
7,0,181738.3,2017628.57,1835890.27,345136.05,0.0,0,0,0,0,0,0.0,0.0,0,75.20663064810837,1,Flag
7,0,328382.12,1835890.27,1507508.16,705738.36,1077837.29,0,0,0,0,0,0.0,0.0,0,75.7844099656458,1,Flag
7,0,225586.11,1507508.16,1281922.04,1579360.2,12682009.97,0,0,0,0,0,0.0,0.0,0,81.29878686724362,1,Flag
7,0,248495.72,1281922.04,1033426.33,255206.17,303705.52,0,0,0,0,0,0.0,0.0,0,72.09973060667517,1,Flag
7,0,326315.22,1033426.33,707111.1,1017410.12,1461299.3,0,0,0,0,0,0.0,0.0,0,71.11753950811546,1,Flag
7,1,270453.42,1114534.11,844080.69,0.0,1613158.27,0,0,0,0,0,0.0,-1342704.85,0,86.54277994937232,1,Flag
7,1,160854.75,213911.29,53056.54,16117707.78,23005385.41,0,0,0,0,0,0.0,0.0,1,71.88589255975803,1,Flag
8,0,323122.28,735639.46,412517.18,116366.46,1315451.65,0,0,0,0,0,0.0,0.0,0,58.302099145078486,1,Approve
8,0,277686.94,459800.9,182113.96,11492549.84,13033871.02,0,0,0,0,0,0.0,0.0,1,65.28510921839447,1,Approve
8,0,221495.08,1745077.46,1523582.38,418319.35,0.0,0,0,0,0,0,0.0,0.0,0,74.38124329138586,1,Flag
8,0,210897.22,257069.12,46171.9,8962333.48,12959765.0,0,0,0,0,0,0.0,0.0,1,57.20525803910173,1,Approve
8,0,44040.73,1223645.39,1179604.66,866483.0,311573.72,0,0,0,0,0,0.0,0.0,0,73.90605262319606,1,Flag
8,0,362890.75,1179604.66,816713.91,487887.98,3158225.46,0,0,0,0,0,0.0,0.0,0,75.18103906226686,1,Flag
8,0,105215.98,816713.91,711497.93,154880.0,129956.74,0,0,0,0,0,0.0,0.0,0,63.51977987078083,1,Approve
8,0,266862.48,711497.93,444635.45,542486.68,1581167.12,0,0,0,0,0,0.0,0.0,0,58.467500167351496,1,Approve
8,1,2107356.28,49084.92,0.0,18175502.57,25330272.63,0,0,0,0,0,0.0,0.0,3,59.910837368128284,1,Approve
8,1,670507.3,1462393.27,791885.97,1446635.12,5270364.19,0,0,0,0,0,0.0,0.0,0,83.32792639303703,1,Flag
8,0,37439.92,733618.0,696178.08,0.0,60540.99,0,0,0,0,0,0.0,-23101.07,0,63.246468583815606,1,Approve
8,0,100369.22,698937.19,598567.97,488845.51,2281735.27,0,0,0,0,0,0.0,0.0,0,60.967999550855055,1,Approve
8,0,227289.43,598567.97,371278.54,292291.96,4042386.17,0,0,0,0,0,0.0,0.0,0,59.46010818750018,1,Approve
8,1,248768.2,310245.27,61477.06,3013106.83,3447714.21,0,0,0,0,0,0.0,0.0,1,56.870052733213946,1,Approve
8,0,221672.9,794086.49,572413.6,987293.88,899588.81,0,0,0,0,0,0.0,0.0,0,61.811043355248884,1,Approve
8,1,666529.24,448271.5,0.0,0.0,1271995.08,0,0,0,0,0,0.0,-605465.8400000001,3,59.169111437050475,1,Approve
8,1,1103594.94,184390.0,0.0,0.0,5291217.05,0,0,0,0,0,0.0,-4187622.11,3,58.63991529854238,1,Approve
8,0,186659.6,904876.0,718216.4,159923.0,3939899.41,0,0,0,0,0,0.0,0.0,0,70.70669073707032,1,Flag
8,1,1698747.82,0.0,0.0,20495564.86,25330272.63,0,0,0,0,0,0.0,0.0,3,57.183934309034505,1,Approve
8,1,194405.03,254268.38,59863.35,4476468.4,14247328.87,0,0,0,0,0,0.0,0.0,1,64.10999837901295,1,Approve
8,0,249597.71,880676.0,631078.29,576846.58,2122191.07,0,0,0,0,0,0.0,0.0,0,66.08721054982004,1,Approve
8,0,93912.47,993429.34,899516.87,147469.62,65098.05,0,0,0,0,0,0.0,0.0,0,68.41966755472153,1,Approve
8,1,2352703.57,379262.62,0.0,0.0,3806682.25,0,0,0,0,0,0.0,-1453978.6800000002,3,67.55041118780773,1,Approve
8,0,211233.71,934620.77,723387.06,136737.0,441934.34,0,0,0,0,0,0.0,0.0,0,66.98103987238179,1,Approve
8,1,1827965.87,370518.16,0.0,6599424.12,13688613.94,0,0,0,0,0,0.0,0.0,3,59.321363072414826,1,Approve
8,1,907721.56,70040.0,0.0,20378156.66,22638306.95,0,0,0,0,0,0.0,0.0,3,57.428884700628416,1,Approve
8,1,9679.61,694583.77,684904.15,30726.0,0.0,0,0,0,0,0,0.0,0.0,0,70.70202377909368,1,Flag
8,1,2612615.69,684904.15,0.0,9774269.46,14711326.65,0,0,0,0,0,0.0,0.0,3,66.33778252116169,1,Approve
8,0,110242.58,607590.0,497347.42,0.0,139821.09,0,0,0,0,0,0.0,-29578.509999999995,0,56.88313881742439,1,Approve
8,0,14258.5,972295.0,958036.5,363832.53,4395556.09,0,0,0,0,0,0.0,0.0,0,74.05634911412908,1,Flag
8,1,1024783.48,214627.0,0.0,0.0,2526131.0,0,0,0,0,0,0.0,-1501347.52,3,56.96847552794597,1,Approve
8,1,3007043.04,20701.17,0.0,19738116.67,23768107.88,0,0,0,0,0,0.0,0.0,3,61.6895737978683,1,Approve
8,0,137669.04,663634.67,525965.63,296459.54,1655416.88,0,0,0,0,0,0.0,0.0,0,57.17945274188498,1,Approve
8,0,50967.38,1217939.16,1166971.78,77548.29,0.0,0,0,0,0,0,0.0,0.0,0,72.58563750364058,1,Flag
8,0,259890.54,636484.0,376593.46,0.0,1237504.1,0,0,0,0,0,0.0,-977613.56,0,64.8839423781069,1,Approve
8,0,158586.16,807917.0,649330.84,78423.0,173333.3,0,0,0,0,0,0.0,0.0,0,61.21761749796646,1,Approve
8,0,74343.9,1635831.49,1561487.59,61578.57,254084.28,0,0,0,0,0,0.0,0.0,0,72.98456817380998,1,Flag
8,0,431222.2,1857576.09,1426353.89,163272.4,0.0,0,0,0,0,0,0.0,0.0,0,76.60662078051693,1,Flag
8,1,2145086.77,251454.42,0.0,14138082.49,13688613.94,0,0,0,0,0,0.0,0.0,3,60.87393733682674,1,Approve
8,1,4878.6,81158.0,76279.4,0.0,197750.5,0,0,0,0,0,0.0,-192871.9,0,59.7501220077313,1,Approve
8,0,18879.39,760989.59,742110.2,1361215.28,807759.84,0,0,0,0,0,0.0,0.0,0,65.56334777309252,1,Approve
8,0,174835.83,1097394.94,922559.11,142406.28,71863.87,0,0,0,0,0,0.0,0.0,0,70.21396315832799,1,Flag
8,0,143710.31,370018.23,226307.93,10386360.93,10813194.63,0,0,0,0,0,0.0,0.0,0,63.57455449769487,1,Approve
8,1,1742974.88,201756.0,0.0,0.0,3810758.95,0,0,0,0,0,0.0,-2067784.0700000003,3,60.578519126199105,1,Approve
8,1,16238.71,370047.6,353808.89,0.0,16238.71,0,0,0,0,0,0.0,0.0,0,60.433894445809564,1,Approve
8,0,102501.63,626790.0,524288.37,0.0,223275.54,0,0,0,0,0,0.0,-120773.91,0,59.414942763406295,1,Approve
8,1,202143.74,434299.82,232156.07,4100039.01,6795453.82,0,0,0,0,0,0.0,0.0,0,65.2300227003051,1,Approve
8,0,6311.6,660603.58,654291.97,0.0,44968.66,0,0,0,0,0,0.0,-38657.060000000005,0,62.740753938629574,1,Approve
8,0,99406.93,654291.97,554885.05,1105118.18,1752674.41,0,0,0,0,0,0.0,0.0,0,59.00166576822769,1,Approve
8,0,9670.28,400210.0,390539.72,11466277.21,14646239.59,0,0,0,0,0,0.0,0.0,0,69.76439074341042,1,Approve
8,0,139428.09,2728030.54,2588602.45,20508.0,1475853.11,0,0,0,0,0,0.0,0.0,0,76.62873841748947,1,Flag
8,1,2957475.12,199428.39,0.0,6841716.83,15128076.87,0,0,0,0,0,0.0,0.0,3,57.952569011548974,1,Approve
8,1,3380634.34,10421.0,0.0,0.0,6561493.61,0,0,0,0,0,0.0,-3180859.2700000005,3,60.60637118677026,1,Approve
8,1,825236.62,258542.0,0.0,0.0,4039814.03,0,0,0,0,0,0.0,-3214577.4099999997,3,60.533825186180295,1,Approve
8,0,237430.77,2236911.86,1999481.09,557738.63,877929.84,0,0,0,0,0,0.0,0.0,0,75.90570135202827,1,Flag
8,0,161122.11,1999481.09,1838358.98,220544.75,83585.1,0,0,0,0,0,0.0,0.0,0,73.82806733980071,1,Flag
8,0,126739.38,1838358.98,1711619.6,386614.61,0.0,0,0,0,0,0,0.0,0.0,0,74.01400355378237,1,Flag
8,0,101826.91,1711619.6,1609792.69,136787.54,14610.22,0,0,0,0,0,0.0,0.0,0,73.34728308344638,1,Flag
8,0,351756.34,1609792.69,1258036.35,8291199.67,10464208.87,0,0,0,0,0,0.0,0.0,0,82.27571073753236,1,Flag
8,0,290418.24,2426380.39,2135962.15,527257.11,1118549.36,0,0,0,0,0,0.0,0.0,0,76.33787855440212,1,Flag
8,0,37980.31,2135962.15,2097981.84,75148.26,127671.62,0,0,0,0,0,0.0,0.0,0,74.6214502378151,1,Flag
8,1,2999828.31,531923.44,0.0,8407962.94,16532032.16,0,0,0,0,0,0.0,0.0,3,65.93521574129228,1,Approve
8,0,23881.91,1298750.73,1274868.82,564384.16,588641.6,0,0,0,0,0,0.0,0.0,0,73.31593959333338,1,Flag
8,0,184654.07,1274868.82,1090214.75,3254776.82,3805747.48,0,0,0,0,0,0.0,0.0,0,77.40193885644791,1,Flag
8,0,544147.69,1090214.75,546067.07,1951316.89,3585215.55,0,0,0,0,0,0.0,0.0,0,73.67080498150952,1,Flag
8,0,331160.63,991918.6,660757.97,5893560.69,6650282.66,0,0,0,0,0,0.0,0.0,0,75.73887425395652,1,Flag
8,1,780953.77,905174.0,124220.23,3145.61,1925872.77,0,0,0,0,0,0.0,0.0,1,66.53932764243181,1,Approve
8,1,2246018.57,1889644.35,0.0,2807699.7,8398562.84,0,0,0,0,0,0.0,0.0,3,65.36811285304935,1,Approve
8,1,858733.8,1220989.75,362255.94,1422850.48,2525331.77,0,0,0,0,0,0.0,0.0,1,75.43603597350211,1,Flag
8,1,274777.08,362255.94,87478.86,21430189.08,22638306.95,0,0,0,0,0,0.0,0.0,1,75.9137904518461,1,Flag
8,0,86464.17,912529.65,826065.48,523748.12,987490.04,0,0,0,0,0,0.0,0.0,0,66.72691593262164,1,Approve
8,0,535686.25,826065.48,290379.23,5053718.27,8398562.84,0,0,0,0,0,0.0,0.0,1,68.1990342822915,1,Approve
8,0,242229.48,712598.84,470369.35,3090183.87,3439878.27,0,0,0,0,0,0.0,0.0,0,65.26655412932317,1,Approve
8,1,3052190.88,572712.65,0.0,4708569.12,8144736.91,0,0,0,0,0,0.0,0.0,3,60.309040349287386,1,Approve
8,1,193879.67,922294.03,728414.36,76502.12,0.0,0,0,0,0,0,0.0,0.0,0,73.17857828047408,1,Flag
8,1,2423847.73,0.0,0.0,22531390.35,25330272.63,0,0,0,0,0,0.0,0.0,3,60.254303352942706,1,Approve
8,1,395113.7,2631618.52,2236504.82,560475.78,1388195.29,0,0,0,0,0,0.0,0.0,0,83.026743667089,1,Flag
8,0,111172.2,1387968.68,1276796.48,45838.17,1235736.09,0,0,0,0,0,0.0,0.0,0,73.82897019090572,1,Flag
8,1,2026027.14,308773.19,0.0,8642956.02,10464208.87,0,0,0,0,0,0.0,0.0,3,58.328094642219384,1,Approve
8,0,228878.91,1564107.71,1335228.79,0.0,2432075.54,0,0,0,0,0,0.0,-2203196.63,0,83.94711700001383,1,Flag
8,0,116476.08,572940.93,456464.85,2020027.49,2114173.93,0,0,0,0,0,0.0,0.0,0,60.030964463544436,1,Approve
8,0,56656.62,456464.85,399808.23,2603081.6,4460317.7,0,0,0,0,0,0.0,0.0,0,58.78695830722379,1,Approve
8,0,22120.22,1090555.01,1068434.79,0.0,0.0,0,0,0,0,0,0.0,22120.22,0,70.69697484604225,1,Flag
8,0,509467.36,1068434.79,558967.43,3023088.95,6214174.81,0,0,0,0,0,0.0,0.0,0,73.20889604848807,1,Flag
8,1,783104.02,2712294.2,1929190.19,21576.0,0.0,0,0,0,0,0,0.0,0.0,0,83.72314851609201,1,Flag
8,0,78396.63,1380094.67,1301698.04,0.0,78396.63,0,0,0,0,0,0.0,0.0,0,71.96005770017443,1,Flag
8,0,358239.94,1301698.04,943458.1,410151.22,233780.87,0,0,0,0,0,0.0,0.0,0,73.308858607035,1,Flag
8,1,1871671.54,2560475.89,688804.35,8923932.05,10388904.22,0,0,0,0,0,0.0,0.0,1,87.00944922579188,1,Flag
8,1,369221.21,475505.0,106283.79,232063.86,1442068.04,0,0,0,0,0,0.0,0.0,1,59.31539555135531,1,Approve
8,0,98.69,204459.0,204360.31,10227547.04,14055266.39,0,0,0,0,0,0.0,0.0,0,63.93510294617843,1,Approve
8,0,45538.4,1777731.43,1732193.03,0.0,45538.4,0,0,0,0,0,0.0,0.0,0,73.40784374930087,1,Flag
8,1,3285.58,1732193.03,1728907.45,155947.71,1507.65,0,0,0,0,0,0.0,0.0,0,80.74656260887159,1,Flag
8,1,533650.65,1728907.45,1195256.81,690630.15,1741771.65,0,0,0,0,0,0.0,0.0,0,82.32656899321634,1,Flag
8,1,43608.91,1195256.81,1151647.9,166164.55,127424.27,0,0,0,0,0,0.0,0.0,0,79.48113207082841,1,Flag
8,1,264050.1,1151647.9,887597.79,338952.5,1120683.69,0,0,0,0,0,0.0,0.0,0,78.2157672258402,1,Flag
8,0,66119.55,703305.3,637185.74,330346.24,711930.13,0,0,0,0,0,0.0,0.0,0,59.47461737177552,1,Approve
8,0,247483.55,637185.74,389702.2,3587091.36,3437239.45,0,0,0,0,0,0.0,0.0,0,63.5159058007782,1,Approve
8,0,180895.36,617131.08,436235.72,8605884.76,10520267.05,0,0,0,0,0,0.0,0.0,0,69.84820865205029,1,Approve
8,0,139909.16,5171083.74,5031174.59,21232.0,770732.3,0,0,0,0,0,0.0,0.0,0,77.75211002741729,1,Flag
8,1,2077829.53,233456.0,0.0,0.0,3397278.16,0,0,0,0,0,0.0,-1319448.6300000001,3,64.08527634411976,1,Approve
8,0,29575.35,103135.0,73559.65,10392795.54,10388904.22,0,0,0,0,0,0.0,0.0,0,57.03040927632971,1,Approve
8,1,208842.82,705328.0,496485.18,0.0,57991.83,0,0,0,0,0,0.0,150850.99,0,72.87106922994386,1,Flag
